Shipment_ID,Order_Date,Shipping_Mode,Region,Market,Product_Category,Priority,Distance_km,Shipment_Weight_kg,Order_Quantity,Scheduled_Days,Actual_Delivery_Days,Shipping_Cost,Sales_Value,Delay_Days,On_Time,Cost_per_Unit
SHP101005,2017-07-03 12:06:07.383691846,Standard Class,Western Europe,Europe,Office Supplies,High,209.78,5.87,7,4,4,63.3,531.62,0,1,9.042857142857143
SHP101006,2017-07-03 16:29:03.271635818,Standard Class,Central America,Pacific Asia,Technology,Medium,619.62,16.55,4,4,5,67.13,426.55,1,0,16.7825
SHP101007,2017-07-03 20:51:59.159579790,Standard Class,Central America,LATAM,Office Supplies,Medium,426.75,17.25,4,4,6,75.29,574.09,2,0,18.8225
SHP101008,2017-07-04 01:14:55.047523762,First Class,Eastern Asia,Pacific Asia,Clothing,Medium,851.87,17.73,4,2,2,122.12,424.51,0,1,30.53
SHP101009,2017-07-04 05:37:50.935467734,Second Class,South America,Europe,Technology,Medium,912.81,20.5,2,3,5,122.62,395.05,2,0,61.31
SHP101010,2017-07-04 10:00:46.823411706,Standard Class,Western Europe,LATAM,Technology,Low,426.82,16.98,5,4,6,60.86,564.95,2,0,12.172
SHP101011,2017-07-04 14:23:42.711355678,Standard Class,Central America,LATAM,Sports,Medium,1577.72,9.72,1,4,3,99.8,107.25,0,1,99.8
SHP101012,2017-07-04 18:46:38.599299650,Standard Class,Western Europe,Europe,Office Supplies,Medium,796.29,11.72,4,4,4,86.54,240.66,0,1,21.635
SHP101013,2017-07-04 23:09:34.487243622,Standard Class,Central America,USCA,Sports,Medium,443.71,12.81,4,4,6,70.65,183.89,2,0,17.6625
SHP101014,2017-07-05 03:32:30.375187594,First Class,Oceania,Pacific Asia,Office Supplies,Medium,196.68,12.93,3,2,1,68.5,290.41,0,1,22.833333333333332
SHP101015,2017-07-05 07:55:26.263131566,Second Class,Oceania,LATAM,Clothing,Low,947.49,21.09,3,3,3,110.91,210.04,0,1,36.97
SHP101016,2017-07-05 12:18:22.151075538,Standard Class,Western Europe,Pacific Asia,Sports,Low,1113.65,17.36,3,4,3,99.58,342.7,0,1,33.193333333333335
SHP101017,2017-07-05 16:41:18.039019510,Standard Class,Eastern Asia,Europe,Clothing,Critical,538.19,32.004999999999995,2,4,4,106.44,500.55,0,1,53.22
SHP101018,2017-07-05 21:04:13.926963482,Standard Class,Eastern Asia,Africa,Clothing,Critical,871.29,32.004999999999995,2,4,4,110.33,526.78,0,1,55.165
SHP101019,2017-07-06 01:27:09.814907454,Same Day,Central America,Europe,Technology,Medium,2120.75,12.73,5,1,1,165.36,602.2,0,1,33.072
SHP101020,2017-07-06 05:50:05.702851426,Standard Class,USCA,Pacific Asia,Sports,Critical,1419.45,1.48,5,4,4,86.94,198.53,0,1,17.387999999999998
SHP101021,2017-07-06 10:13:01.590795398,Standard Class,Oceania,LATAM,Office Supplies,High,84.03,24.05,3,4,3,65.65,432.72,0,1,21.883333333333336
SHP101022,2017-07-06 14:35:57.478739370,Standard Class,Oceania,Pacific Asia,Sports,Low,439.5,9.05,2,4,7,48.79,230.96,3,0,24.395
SHP101023,2017-07-06 18:58:53.366683342,Second Class,Western Europe,Africa,Clothing,Low,711.07,7.84,2,3,6,72.74,304.89,3,0,36.37
SHP101024,2017-07-06 23:21:49.254627314,Second Class,USCA,LATAM,Technology,High,828.93,9.79,6,3,2,93.06,349.03,0,1,15.51
SHP101025,2017-07-07 03:44:45.142571286,Second Class,Western Europe,Africa,Sports,High,884.82,9.53,5,3,5,99.97,387.12,2,0,19.994
SHP101026,2017-07-07 08:07:41.030515258,Standard Class,Eastern Asia,USCA,Technology,High,1065.92,17.06,5,4,4,87.75,572.67,0,1,17.55
SHP101027,2017-07-07 12:30:36.918459230,Standard Class,Eastern Asia,Europe,Technology,High,728.78,5.17,4,4,5,51.15,360.49,1,0,12.7875
SHP101028,2017-07-07 16:53:32.806403202,Standard Class,USCA,USCA,Clothing,Medium,794.87,6.73,3,4,4,62.0,382.57,0,1,20.666666666666668
SHP101029,2017-07-07 21:16:28.694347174,Second Class,USCA,Pacific Asia,Sports,Low,1467.98,14.71,3,3,3,99.16,271.32,0,1,33.053333333333335
SHP101030,2017-07-08 01:39:24.582291146,Standard Class,Eastern Asia,USCA,Sports,Medium,960.57,17.16,2,4,6,92.79,262.08,2,0,46.395
SHP101031,2017-07-08 06:02:20.470235118,Second Class,South America,Europe,Sports,Low,293.8,17.34,4,3,4,63.55,465.33,1,0,15.8875
SHP101032,2017-07-08 10:25:16.358179090,First Class,Oceania,LATAM,Technology,Medium,847.96,7.9,2,2,2,98.27,259.12,0,1,49.135
SHP101033,2017-07-08 14:48:12.246123062,First Class,Oceania,Africa,Office Supplies,Medium,712.53,7.11,3,2,1,98.22,317.29,0,1,32.74
SHP101034,2017-07-08 19:11:08.134067034,Standard Class,Western Europe,LATAM,Sports,Low,124.05,9.22,3,4,3,48.77,167.9,0,1,16.256666666666668
SHP101035,2017-07-08 23:34:04.022011006,Standard Class,Oceania,USCA,Clothing,Medium,879.35,13.9,4,4,3,67.08,495.26,0,1,16.77
SHP101036,2017-07-09 03:56:59.909954978,Standard Class,Western Europe,Pacific Asia,Technology,Medium,329.79,27.58,1,4,5,82.64,299.65,1,0,82.64
SHP101037,2017-07-09 08:19:55.797898950,Second Class,USCA,USCA,Office Supplies,Medium,1482.26,3.95,5,3,2,94.32,420.0,0,1,18.863999999999997
SHP101038,2017-07-09 12:42:51.685842922,First Class,USCA,Europe,Sports,Medium,1055.57,10.79,2,2,2,93.55,302.73,0,1,46.775
SHP101039,2017-07-09 17:05:47.573786894,Standard Class,South America,Europe,Office Supplies,Medium,279.16,5.85,1,4,6,46.02,87.94,2,0,46.02
SHP101040,2017-07-09 21:28:43.461730866,Standard Class,USCA,Pacific Asia,Technology,High,1438.56,4.91,2,4,6,89.09,169.24,2,0,44.545
SHP101041,2017-07-10 01:51:39.349674838,First Class,Eastern Asia,LATAM,Office Supplies,Critical,1885.23,20.74,1,2,2,160.38,160.93,0,1,160.38
SHP101042,2017-07-10 06:14:35.237618810,First Class,South America,Europe,Technology,Low,649.09,16.44,2,2,2,97.74,294.88,0,1,48.87
SHP101043,2017-07-10 10:37:31.125562782,Standard Class,Eastern Asia,Europe,Office Supplies,Low,709.43,15.6,2,4,7,77.46,273.01,3,0,38.73
SHP101044,2017-07-10 15:00:27.013506754,Second Class,Eastern Asia,Pacific Asia,Office Supplies,High,1347.37,20.22,4,3,4,138.54,465.26,1,0,34.635
SHP101045,2017-07-10 19:23:22.901450726,Standard Class,Western Europe,LATAM,Technology,Medium,1795.92,9.36,2,4,4,121.56,264.3,0,1,60.78
SHP101046,2017-07-10 23:46:18.789394698,Standard Class,Eastern Asia,USCA,Office Supplies,High,164.64,9.6,1,4,3,53.27,213.95,0,1,53.27
SHP101047,2017-07-11 04:09:14.677338670,First Class,South America,Africa,Clothing,Medium,309.82,32.004999999999995,3,2,3,121.19,507.56,1,0,40.39666666666667
SHP101048,2017-07-11 08:32:10.565282642,First Class,Central America,Pacific Asia,Sports,High,571.1,10.64,3,2,3,89.7,355.04,1,0,29.900000000000002
SHP101049,2017-07-11 12:55:06.453226614,Second Class,USCA,LATAM,Office Supplies,High,620.19,18.25,4,3,3,92.96,290.85,0,1,23.24
SHP101050,2017-07-11 17:18:02.341170586,Standard Class,Western Europe,Africa,Office Supplies,High,1321.89,12.23,6,4,5,107.62,470.01,1,0,17.936666666666667
SHP101051,2017-07-11 21:40:58.229114558,First Class,USCA,Pacific Asia,Office Supplies,Low,1801.87,4.41,3,2,2,114.12,383.13,0,1,38.04
SHP101052,2017-07-12 02:03:54.117058530,Standard Class,Eastern Asia,USCA,Sports,High,1888.55,3.96,2,4,4,99.11,148.24,0,1,49.555
SHP101053,2017-07-12 06:26:50.005002502,Standard Class,Eastern Asia,USCA,Technology,High,160.43,8.86,3,4,2,50.0,433.03,0,1,16.666666666666668
SHP101054,2017-07-12 10:49:45.892946474,Standard Class,Oceania,LATAM,Sports,High,406.53,21.78,1,4,4,77.38,209.52,0,1,77.38
SHP101055,2017-07-12 15:12:41.780890446,Standard Class,Western Europe,LATAM,Office Supplies,Low,490.8,18.79,6,4,6,74.81,543.95,2,0,12.468333333333334
SHP101056,2017-07-12 19:35:37.668834418,Second Class,Western Europe,USCA,Technology,High,405.15,20.14,2,3,3,87.66,245.71,0,1,43.83
SHP101057,2017-07-12 23:58:33.556778390,Second Class,South America,USCA,Office Supplies,Low,1053.38,7.08,2,3,4,100.53,172.43,1,0,50.265
SHP101058,2017-07-13 04:21:29.444722362,Standard Class,Central America,Pacific Asia,Technology,Medium,1141.11,29.63,2,4,4,112.16,340.23,0,1,56.08
SHP101059,2017-07-13 08:44:25.332666334,Standard Class,South America,LATAM,Office Supplies,Medium,787.69,7.17,3,4,5,68.31,164.3,1,0,22.77
SHP101060,2017-07-13 13:07:21.220610306,Standard Class,South America,Africa,Office Supplies,Medium,734.38,13.7,2,4,4,56.78,210.42,0,1,28.39
SHP101061,2017-07-13 17:30:17.108554278,Standard Class,South America,USCA,Technology,High,590.27,12.11,4,4,3,72.74,181.48,0,1,18.185
SHP101062,2017-07-13 21:53:12.996498250,Second Class,Central America,Africa,Clothing,Medium,644.67,11.07,5,3,5,86.94,583.98,2,0,17.387999999999998
SHP101063,2017-07-14 02:16:08.884442222,First Class,South America,LATAM,Sports,Low,2105.66,25.44,3,2,4,171.03,471.02,2,0,57.01
SHP101064,2017-07-14 06:39:04.772386194,Standard Class,USCA,LATAM,Technology,High,1255.79,8.27,4,4,4,93.41,252.18,0,1,23.3525
SHP101065,2017-07-14 11:02:00.660330166,Standard Class,Western Europe,Europe,Sports,High,607.62,5.8,5,4,5,59.69,480.25,1,0,11.937999999999999
SHP101066,2017-07-14 15:24:56.548274138,Second Class,Central America,USCA,Clothing,Medium,724.02,12.32,2,3,4,93.1,316.6,1,0,46.55
SHP101067,2017-07-14 19:47:52.436218110,First Class,Eastern Asia,LATAM,Clothing,Medium,1070.0,9.78,3,2,3,97.6,359.34,1,0,32.53333333333333
SHP101068,2017-07-15 00:10:48.324162082,Standard Class,Oceania,LATAM,Technology,Medium,279.08,32.004999999999995,4,4,3,113.76,420.08,0,1,28.44
SHP101069,2017-07-15 04:33:44.212106054,Standard Class,Oceania,USCA,Clothing,Medium,811.27,17.67,5,4,6,94.64,638.05,2,0,18.928
SHP101070,2017-07-15 08:56:40.100050026,Second Class,USCA,Europe,Clothing,Medium,1210.09,9.73,6,3,3,104.22,652.3,0,1,17.37
SHP101071,2017-07-15 13:19:35.987993998,Standard Class,Western Europe,Europe,Office Supplies,Medium,1107.95,6.82,4,4,4,66.16,479.28,0,1,16.54
SHP101072,2017-07-15 17:42:31.875937970,Standard Class,Oceania,Europe,Office Supplies,Low,413.26,4.33,1,4,8,32.77,128.62,4,0,32.77
SHP101073,2017-07-15 22:05:27.763881942,Second Class,USCA,Europe,Clothing,Critical,478.98,6.93,3,3,4,69.9,370.99,1,0,23.3
SHP101074,2017-07-16 02:28:23.651825914,Second Class,USCA,Pacific Asia,Office Supplies,Medium,108.4,12.98,3,3,3,58.2,237.22,0,1,19.400000000000002
SHP101075,2017-07-16 06:51:19.539769886,Second Class,Oceania,USCA,Clothing,Medium,1296.25,26.71,2,3,1,137.4,463.12,0,1,68.7
SHP101076,2017-07-16 11:14:15.427713858,Second Class,Oceania,USCA,Office Supplies,Medium,2338.11,22.58,3,3,5,172.335,354.07,2,0,57.445
SHP101077,2017-07-16 15:37:11.315657830,Second Class,USCA,USCA,Clothing,Medium,365.92,13.82,2,3,2,59.86,290.3,0,1,29.93
SHP101078,2017-07-16 20:00:07.203601802,Standard Class,USCA,Europe,Clothing,Medium,1600.65,10.2,3,4,3,106.73,399.36,0,1,35.57666666666667
SHP101079,2017-07-17 00:23:03.091545774,Standard Class,Eastern Asia,Europe,Sports,Medium,2338.11,14.12,5,4,4,143.02,357.4,0,1,28.604000000000003
SHP101080,2017-07-17 04:45:58.979489746,Standard Class,Oceania,LATAM,Clothing,Medium,546.16,9.16,4,4,6,63.19,441.91,2,0,15.7975
SHP101081,2017-07-17 09:08:54.867433718,Standard Class,South America,Pacific Asia,Sports,Medium,724.76,31.35,2,4,5,114.19,269.18,1,0,57.095
SHP101082,2017-07-17 13:31:50.755377690,Second Class,USCA,USCA,Technology,Medium,938.8,10.98,4,3,3,80.07,264.49,0,1,20.0175
SHP101083,2017-07-17 17:54:46.643321662,First Class,Western Europe,Pacific Asia,Clothing,Medium,1084.16,11.62,4,2,3,101.74,358.19,1,0,25.435
SHP101084,2017-07-17 22:17:42.531265634,Same Day,Western Europe,USCA,Clothing,High,974.39,3.6,5,1,1,119.02,583.44,0,1,23.804
SHP101085,2017-07-18 02:40:38.419209606,Second Class,USCA,Europe,Sports,Medium,580.05,10.94,4,3,4,64.71,318.03,1,0,16.1775
SHP101086,2017-07-18 07:03:34.307153578,Standard Class,Western Europe,Europe,Clothing,Low,1197.5,19.3,2,4,5,94.19,288.99,1,0,47.095
SHP101087,2017-07-18 11:26:30.195097550,Standard Class,Eastern Asia,USCA,Office Supplies,Medium,590.46,6.77,3,4,6,67.16,351.42,2,0,22.386666666666667
SHP101088,2017-07-18 15:49:26.083041522,First Class,Eastern Asia,Africa,Sports,Critical,1020.91,8.06,3,2,4,99.76,422.09,2,0,33.25333333333334
SHP101089,2017-07-18 20:12:21.970985494,Second Class,USCA,Europe,Sports,High,767.33,18.84,3,3,4,85.9,348.68,1,0,28.633333333333336
SHP101090,2017-07-19 00:35:17.858929466,Second Class,Oceania,LATAM,Office Supplies,Medium,143.23,5.41,4,3,3,56.45,250.84,0,1,14.1125
SHP101091,2017-07-19 04:58:13.746873438,First Class,South America,Europe,Clothing,High,1753.95,21.8,3,2,3,147.48,304.74,1,0,49.16
SHP101092,2017-07-19 09:21:09.634817410,Second Class,Oceania,LATAM,Technology,Medium,2338.11,9.09,1,3,3,59.67,129.0,0,1,59.67
SHP101093,2017-07-19 13:44:05.522761382,First Class,Western Europe,Pacific Asia,Technology,Critical,1866.73,9.84,2,2,1,163.05,178.65,0,1,81.525
SHP101094,2017-07-19 18:07:01.410705354,Standard Class,South America,Europe,Technology,Medium,1559.54,6.57,2,4,4,94.58,137.67,0,1,47.29
SHP101095,2017-07-19 22:29:57.298649326,Second Class,Western Europe,Europe,Sports,Medium,919.2,15.0,2,3,4,91.62,215.03,1,0,45.81
SHP101096,2017-07-20 02:52:53.186593298,First Class,South America,Pacific Asia,Sports,High,1122.67,32.004999999999995,2,2,4,158.38,607.18,2,0,79.19
SHP101097,2017-07-20 07:15:49.074537270,Standard Class,USCA,LATAM,Office Supplies,Medium,1215.58,18.72,5,4,4,104.13,428.75,0,1,20.826
SHP101098,2017-07-20 11:38:44.962481240,Second Class,Central America,Africa,Clothing,Medium,676.13,7.57,3,3,2,70.13,269.0,0,1,23.376666666666665
SHP101099,2017-07-20 16:01:40.850425212,Standard Class,Eastern Asia,LATAM,Office Supplies,Medium,700.36,22.75,2,4,5,91.16,282.55,1,0,45.58
SHP101100,2017-07-20 20:24:36.738369184,Same Day,Eastern Asia,USCA,Sports,Medium,1176.3,10.24,4,1,2,137.17,174.47,1,0,34.2925
SHP101101,2017-07-21 00:47:32.626313156,Standard Class,USCA,USCA,Technology,Medium,773.31,25.94,2,4,5,105.1,213.28,1,0,52.55
SHP101102,2017-07-21 05:10:28.514257128,Second Class,Western Europe,USCA,Clothing,Low,581.52,18.99,1,3,5,99.84,255.37,2,0,99.84
SHP101103,2017-07-21 09:33:24.402201100,Standard Class,Western Europe,Pacific Asia,Technology,High,418.87,2.41,2,4,6,52.69,291.55,2,0,26.345
SHP101104,2017-07-21 13:56:20.290145072,Second Class,Central America,LATAM,Clothing,High,1041.54,7.01,3,3,3,94.29,284.36,0,1,31.430000000000003
SHP101105,2017-07-21 18:19:16.178089044,Standard Class,Oceania,Europe,Technology,Critical,476.56,20.48,4,4,4,90.18,339.92,0,1,22.545
SHP101106,2017-07-21 22:42:12.066033016,Standard Class,South America,USCA,Clothing,High,1390.29,13.24,3,4,3,108.66,389.76,0,1,36.22
SHP101107,2017-07-22 03:05:07.953976988,Standard Class,USCA,LATAM,Technology,High,1467.97,6.94,2,4,5,93.25,308.19,1,0,46.625
SHP101108,2017-07-22 07:28:03.841920960,First Class,Central America,Europe,Office Supplies,Medium,1116.82,8.6,2,2,4,88.3,247.83,2,0,44.15
SHP101109,2017-07-22 11:50:59.729864932,Standard Class,USCA,LATAM,Sports,Low,1278.03,4.27,2,4,4,79.9,319.94,0,1,39.95
SHP101110,2017-07-22 16:13:55.617808904,Standard Class,Central America,Pacific Asia,Office Supplies,Medium,1119.07,11.6,3,4,4,97.95,384.29,0,1,32.65
SHP101111,2017-07-22 20:36:51.505752876,Second Class,Western Europe,USCA,Technology,Medium,1338.83,12.27,3,3,5,140.13,499.93,2,0,46.71
SHP101112,2017-07-23 00:59:47.393696848,Standard Class,Western Europe,Africa,Clothing,High,1301.37,18.97,4,4,5,104.16,573.22,1,0,26.04
SHP101113,2017-07-23 05:22:43.281640820,First Class,Oceania,USCA,Office Supplies,Medium,1003.46,32.004999999999995,4,2,3,150.58,432.05,1,0,37.645
SHP101114,2017-07-23 09:45:39.169584792,Standard Class,USCA,USCA,Technology,High,1572.37,19.79,1,4,3,112.87,244.56,0,1,112.87
SHP101115,2017-07-23 14:08:35.057528764,Second Class,USCA,Pacific Asia,Sports,Medium,694.1,21.44,3,3,4,95.38,283.45,1,0,31.793333333333333
SHP101116,2017-07-23 18:31:30.945472736,Standard Class,Oceania,Europe,Clothing,High,429.53,32.004999999999995,3,4,3,104.05,316.65,0,1,34.68333333333333
SHP101117,2017-07-23 22:54:26.833416708,Standard Class,Western Europe,USCA,Office Supplies,Low,411.53,14.99,3,4,3,71.51,251.93,0,1,23.83666666666667
SHP101118,2017-07-24 03:17:22.721360680,Second Class,Eastern Asia,Europe,Sports,Medium,620.23,10.99,3,3,3,60.9,273.92,0,1,20.3
SHP101119,2017-07-24 07:40:18.609304652,Second Class,Oceania,Europe,Technology,Critical,122.09,21.5,3,3,3,81.14,219.97,0,1,27.046666666666667
SHP101120,2017-07-24 12:03:14.497248624,Second Class,Central America,Pacific Asia,Clothing,Medium,912.87,27.1,2,3,3,112.29,493.97,0,1,56.145
SHP101121,2017-07-24 16:26:10.385192596,Standard Class,Western Europe,USCA,Technology,Medium,1226.4,9.36,1,4,3,64.9,189.84,0,1,64.9
SHP101122,2017-07-24 20:49:06.273136568,Standard Class,USCA,Pacific Asia,Clothing,Medium,1454.45,8.19,2,4,6,93.73,194.87,2,0,46.865
SHP101123,2017-07-25 01:12:02.161080540,Standard Class,USCA,Pacific Asia,Sports,Low,176.03,13.15,8,4,6,70.63,957.98,2,0,8.82875
SHP101124,2017-07-25 05:34:58.049024512,Same Day,South America,Africa,Sports,Medium,422.72,19.25,3,1,1,121.42,292.71,0,1,40.473333333333336
SHP101125,2017-07-25 09:57:53.936968484,Standard Class,South America,Pacific Asia,Sports,High,1362.8,18.9,5,4,6,117.71,697.71,2,0,23.541999999999998
SHP101126,2017-07-25 14:20:49.824912456,Standard Class,Eastern Asia,Africa,Office Supplies,Medium,677.95,5.57,3,4,4,62.14,278.34,0,1,20.713333333333335
SHP101127,2017-07-25 18:43:45.712856428,Standard Class,USCA,Europe,Office Supplies,Medium,1208.07,32.004999999999995,2,4,5,121.39,380.94,1,0,60.695
SHP101128,2017-07-25 23:06:41.600800400,Second Class,Western Europe,Europe,Office Supplies,Low,266.21,8.56,3,3,3,68.74,238.74,0,1,22.91333333333333
SHP101129,2017-07-26 03:29:37.488744372,Standard Class,USCA,LATAM,Technology,High,1852.66,10.53,3,4,5,117.35,300.45,1,0,39.11666666666667
SHP101130,2017-07-26 07:52:33.376688344,First Class,USCA,LATAM,Office Supplies,High,247.26,7.42,1,2,2,57.73,97.88,0,1,57.73
SHP101131,2017-07-26 12:15:29.264632316,Standard Class,Central America,Europe,Clothing,Low,894.3,32.004999999999995,3,4,6,127.73,406.61,2,0,42.57666666666667
SHP101132,2017-07-26 16:38:25.152576288,First Class,Eastern Asia,USCA,Sports,Medium,910.57,13.92,2,2,1,102.37,195.87,0,1,51.185
SHP101133,2017-07-26 21:01:21.040520260,Standard Class,Central America,LATAM,Technology,Low,534.37,7.63,5,4,5,68.45,326.66,1,0,13.690000000000001
SHP101134,2017-07-27 01:24:16.928464232,Second Class,South America,Pacific Asia,Technology,High,1090.35,19.59,3,3,5,112.3,300.06,2,0,37.43333333333333
SHP101135,2017-07-27 05:47:12.816408204,First Class,Central America,LATAM,Office Supplies,High,1111.29,18.6,2,2,3,118.82,357.86,1,0,59.41
SHP101136,2017-07-27 10:10:08.704352176,Standard Class,South America,Europe,Clothing,High,1031.43,10.99,3,4,7,86.23,221.84,3,0,28.743333333333336
SHP101137,2017-07-27 14:33:04.592296148,Same Day,Oceania,USCA,Sports,Medium,526.71,19.34,4,1,1,123.25,379.81,0,1,30.8125
SHP101138,2017-07-27 18:56:00.480240120,Standard Class,South America,Europe,Technology,Medium,449.1,7.74,3,4,6,64.87,291.98,2,0,21.623333333333335
SHP101139,2017-07-27 23:18:56.368184092,First Class,USCA,USCA,Sports,Medium,571.81,9.29,2,2,2,95.94,286.67,0,1,47.97
SHP101140,2017-07-28 03:41:52.256128064,Second Class,South America,LATAM,Clothing,Medium,400.43,4.03,2,3,5,51.35,159.89,2,0,25.675
SHP101141,2017-07-28 08:04:48.144072036,Standard Class,USCA,Pacific Asia,Sports,Medium,1619.26,5.88,4,4,4,93.76,481.51,0,1,23.44
SHP101142,2017-07-28 12:27:44.032016008,Standard Class,Eastern Asia,Pacific Asia,Office Supplies,Low,610.5,32.004999999999995,4,4,4,105.26,422.11,0,1,26.315
SHP101143,2017-07-28 16:50:39.919959980,Standard Class,USCA,Europe,Sports,High,876.47,30.05,5,4,6,118.64,382.44,2,0,23.728
SHP101144,2017-07-28 21:13:35.807903952,Standard Class,USCA,USCA,Technology,Medium,1359.17,12.63,1,4,4,102.6,193.4,0,1,102.6
SHP101145,2017-07-29 01:36:31.695847924,Standard Class,USCA,LATAM,Office Supplies,High,384.26,30.41,4,4,3,81.17,484.6,0,1,20.2925
SHP101146,2017-07-29 05:59:27.583791896,Standard Class,Eastern Asia,USCA,Office Supplies,Medium,237.54,11.16,4,4,4,43.63,353.83,0,1,10.9075
SHP101147,2017-07-29 10:22:23.471735868,Standard Class,Western Europe,USCA,Office Supplies,High,811.27,10.66,2,4,5,55.48,288.29,1,0,27.74
SHP101148,2017-07-29 14:45:19.359679840,First Class,Western Europe,USCA,Office Supplies,Critical,944.52,12.27,5,2,4,112.85,258.23,2,0,22.57
SHP101149,2017-07-29 19:08:15.247623812,Standard Class,South America,LATAM,Technology,High,900.42,11.37,1,4,5,64.02,228.11,1,0,64.02
SHP101150,2017-07-29 23:31:11.135567784,Standard Class,Oceania,USCA,Clothing,High,1030.08,10.82,2,4,6,80.16,217.41,2,0,40.08
SHP101151,2017-07-30 03:54:07.023511756,Second Class,Western Europe,Pacific Asia,Clothing,High,726.25,22.85,4,3,2,90.74,427.96,0,1,22.685
SHP101152,2017-07-30 08:17:02.911455728,Standard Class,South America,Europe,Office Supplies,Medium,52.08,12.27,3,4,4,47.12,301.88,0,1,15.706666666666665
SHP101153,2017-07-30 12:39:58.799399700,Standard Class,Eastern Asia,Africa,Clothing,Medium,709.44,18.03,3,4,4,94.21,418.14,0,1,31.403333333333332
SHP101154,2017-07-30 17:02:54.687343672,Standard Class,Western Europe,USCA,Technology,High,1478.7,21.48,2,4,4,110.34,170.9,0,1,55.17
SHP101155,2017-07-30 21:25:50.575287644,First Class,Western Europe,Pacific Asia,Clothing,High,1728.76,15.08,5,2,3,139.91,580.54,1,0,27.982
SHP101156,2017-07-31 01:48:46.463231616,First Class,USCA,Pacific Asia,Clothing,Critical,835.98,7.14,3,2,3,93.81,350.68,1,0,31.27
SHP101157,2017-07-31 06:11:42.351175588,Standard Class,USCA,Europe,Technology,Medium,902.76,5.79,3,4,4,77.35,194.94,0,1,25.78333333333333
SHP101158,2017-07-31 10:34:38.239119560,Second Class,South America,Europe,Clothing,Medium,1193.09,13.22,2,3,4,100.17,340.12,1,0,50.085
SHP101159,2017-07-31 14:57:34.127063532,Standard Class,USCA,Africa,Office Supplies,High,1697.6,11.09,5,4,4,104.85,539.37,0,1,20.97
SHP101160,2017-07-31 19:20:30.015007504,Second Class,South America,Africa,Office Supplies,Critical,784.3,12.78,6,3,2,100.67,453.66,0,1,16.778333333333332
SHP101161,2017-07-31 23:43:25.902951476,Second Class,Central America,Africa,Technology,Medium,1182.07,12.08,3,3,3,107.92,243.46,0,1,35.973333333333336
SHP101162,2017-08-01 04:06:21.790895448,Second Class,Central America,LATAM,Office Supplies,Medium,508.62,32.004999999999995,3,3,3,128.6,431.4,0,1,42.86666666666667
SHP101163,2017-08-01 08:29:17.678839420,Standard Class,Oceania,LATAM,Office Supplies,Medium,271.43,5.86,1,4,4,40.23,98.37,0,1,40.23
SHP101164,2017-08-01 12:52:13.566783392,Standard Class,Western Europe,Pacific Asia,Office Supplies,Medium,551.61,4.08,4,4,5,58.92,309.74,1,0,14.73
SHP101165,2017-08-01 17:15:09.454727364,Standard Class,Central America,Europe,Office Supplies,Low,1947.71,14.63,4,4,5,129.61,371.0,1,0,32.4025
SHP101166,2017-08-01 21:38:05.342671336,First Class,South America,USCA,Office Supplies,Medium,1197.98,9.9,8,2,2,124.39,762.54,0,1,15.54875
SHP101167,2017-08-02 02:01:01.230615308,Second Class,USCA,Europe,Clothing,High,295.26,14.5,7,3,5,95.8,385.88,2,0,13.685714285714285
SHP101168,2017-08-02 06:23:57.118559280,First Class,USCA,LATAM,Technology,Low,811.27,16.8,4,2,1,132.32,510.41,0,1,33.08
SHP101169,2017-08-02 10:46:53.006503252,Same Day,Western Europe,Pacific Asia,Sports,Medium,315.76,24.69,5,1,1,147.93,510.76,0,1,29.586000000000002
SHP101170,2017-08-02 15:09:48.894447224,Standard Class,Central America,USCA,Technology,High,1020.44,5.32,3,4,8,79.05,230.15,4,0,26.349999999999998
SHP101171,2017-08-02 19:32:44.782391196,Second Class,Oceania,Africa,Technology,Critical,371.94,8.97,4,3,2,51.82,483.12,0,1,12.955
SHP101172,2017-08-02 23:55:40.670335168,Second Class,Oceania,Africa,Technology,Critical,280.38,15.42,4,3,2,73.99,493.11,0,1,18.4975
SHP101173,2017-08-03 04:18:36.558279140,Same Day,Oceania,LATAM,Clothing,Medium,2154.85,18.61,3,1,2,164.86,368.72,1,0,54.95333333333334
SHP101174,2017-08-03 08:41:32.446223112,Same Day,Oceania,Pacific Asia,Technology,Critical,610.14,32.004999999999995,3,1,1,149.11,453.34,0,1,49.70333333333334
SHP101175,2017-08-03 13:04:28.334167084,Second Class,USCA,Europe,Technology,Low,1183.56,20.61,3,3,3,112.68,286.68,0,1,37.56
SHP101176,2017-08-03 17:27:24.222111056,Standard Class,USCA,LATAM,Clothing,High,807.72,11.81,4,4,7,85.34,427.31,3,0,21.335
SHP101177,2017-08-03 21:50:20.110055028,First Class,USCA,Europe,Office Supplies,High,338.07,7.47,3,2,1,71.81,243.42,0,1,23.936666666666667
SHP101178,2017-08-04 02:13:15.997999000,Standard Class,South America,USCA,Sports,Medium,660.0,8.93,1,4,2,72.23,168.2,0,1,72.23
SHP101179,2017-08-04 06:36:11.885942972,First Class,Oceania,Europe,Office Supplies,Medium,340.64,8.79,6,2,1,79.73,573.5,0,1,13.288333333333334
SHP101180,2017-08-04 10:59:07.773886944,First Class,Eastern Asia,USCA,Technology,Low,2338.11,17.47,3,2,4,172.335,164.93,2,0,57.445
